RunNumber,RunLength,AgentCount,CusumMin,CusumMax,PThreshold,MinNeigh,MaxNeigh,ChangeMem,AggThreshold,RegWinL,SmothL
58,65001,2522,20,21,1.0,8,20,10,0.25,20,5
